"Biomi %Alta","Biomi %Bassa","Fazioni","Grado Sfida","Link 5et","Nome","Tag","Tipo","Descrizione"
"Artico","Deserto","","0.125","https://5e.tools/bestiary.html#blood%20hawk_mm","Falco di Sangue","Innocuo","Bestia",""
"Foresta","","","","","","","",""
"Prateria","","","","","","","",""
"Collina","","","","","","","",""
"Montagna","","","","","","","",""
"","Coste","","","","","","",""
"","A Dolce","","","","","","",""
"","","","","","","Falco","",""
"Deserto","Collina","","0.125","https://5e.tools/bestiary.html#poisonous%20snake_mm","Serpente Velenoso","Innocuo","Bestia",""
"Foresta","","","","","","","",""
"Prateria","","","","","","","",""
"Palude","","","","","","","",""
"A Dolce","","","","","","","",""
"Giungla","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","Montagna","","","","","","",""
"","","","","","","Serpente","",""
"Deserto","Collina","","0.125","https://5e.tools/bestiary.html#flying%20snake_mm","Serpente Volante","Innocuo","Bestia",""
"Foresta","","","","","","","",""
"Prateria","","","","","","","",""
"Palude","","","","","","","",""
"Giungla","","","","","","","",""
"","Montagna","","","","","","",""
"","","","","","","Serpente","",""
"Deserto","Coste","","0.125","https://5e.tools/bestiary.html#stirge_mm","Uccello Stigeo","Innocuo","Bestia",""
"Foresta","","","","","","","",""
"Prateria","","","","","","","",""
"Collina","","","","","","","",""
"Montagna","","","","","","","",""
"Palude","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","A Dolce","","","","","","",""
"","","","","","","Uccello","",""
"Deserto","","","0.125","https://5e.tools/bestiary.html#camel_mm","Cammello","Innocuo","Bestia",""
"","","","","","","Bestiame","",""
"","","","","","","Cammello","",""
"Coste","","Elfi","0.125","https://5e.tools/bestiary.html#dolphin_vgm","Delfino","Innocuo","Bestia",""
"Acquatico","","","","","","","",""
"","","","","","","Delfino","",""
"Coste","","","0.125","https://5e.tools/bestiary.html#giant%20crab_mm","Granchio Gigante","Gigante","Bestia",""
"A Dolce","","","","","","","",""
"","","","","","","Innocuo","",""
"","","","","","","Granchio","",""
"Prateria","","","0.125","https://5e.tools/bestiary.html#mule_mm","Mulo","Cavallo","Bestia",""
"Collina","","","","","","","",""
"Montagna","","","","","","","",""
"Urbano","","","","","","","",""
"","","","","","","Innocuo","",""
"","","","","","","Bestiame","",""
"Prateria","","","0.125","https://5e.tools/bestiary.html#pony_mm","Pony","Cavallo","Bestia",""
"Collina","","","","","","","",""
"Montagna","","","","","","","",""
"Urbano","","","","","","","",""
"","","","","","","Innocuo","",""
"","","","","","","Bestiame","",""
"Prateria","Foresta","","0.25","","Cavallo Selvaggio","Cavallo","Bestia",""
"Giungla","","","","","","","",""
"","Collina","","","","","","",""
"","Montagna","","","","","","",""
"","","","","","","Innocuo","",""
"Prateria","Foresta","","0.25","https://5e.tools/bestiary.html#swarm%20of%20rats_mm","Sciame di Ratti","Innocuo","Bestia",""
"Palude","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","Collina","","","","","","",""
"","Montagna","","","","","","",""
"","Giungla","","","","","","",""
"","","","","","","Ratto","",""
"","","","","","","Sciame","",""
"Palude","Foresta","","0.25","https://5e.tools/bestiary.html#giant%20frog_mm","Rana Gigante","Gigante","Bestia",""
"A Dolce","","","","","","","",""
"Giungla","","","","","","","",""
"","","","","","","Innocuo","",""
"","","","","","","Rana","",""
"Artico","Prateria","","0.25","https://5e.tools/bestiary.html#elk_mm","Alce","Innocuo","Bestia",""
"Foresta","","","","","","","",""
"Collina","","","","","","","",""
"Montagna","","","","","","","",""
"","","","","","","Alce","",""
"Foresta","Deserto","","0.25","https://5e.tools/bestiary.html#axe%20beak_mm","Beccoaguzzo","Innocuo","Bestia",""
"Prateria","","","","","","","",""
"Collina","","","","","","","",""
"Montagna","","","","","","","",""
"Savana","","","","","","","",""
"","Coste","","","","","","",""
"","A Dolce","","","","","","",""
"","","","","","","Uccello","",""
"Foresta","Deserto","","0.25","https://5e.tools/bestiary.html#giant%20centipede_mm","Centopiedi Gigante","Insetto","Bestia",""
"Prateria","","","","","","","",""
"Palude","","","","","","","",""
"Giungla","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","Collina","","","","","","",""
"","Montagna","","","","","","",""
"","","","","","","Gigante","",""
"","","","","","","Innocuo","",""
"Foresta","Giungla","","0.25","https://5e.tools/bestiary.html#boar_mm","Cinghiale","Innocuo","Bestia",""
"Prateria","","","","","","","",""
"Collina","","","","","","","",""
"Montagna","","","","","","","",""
"Savana","","","","","","","",""
"","","","","","","Cinghiale","",""
"Artico","Prateria","","0.25","https://5e.tools/bestiary.html#giant%20owl_mm","Gufo Gigante","Gigante","Bestia",""
"Foresta","","","","","","","",""
"Collina","","","","","","","",""
"Montagna","","","","","","","",""
"","","","","","","Innocuo","",""
"","","","","","","Gufo","",""
"Deserto","","","0.25","https://5e.tools/bestiary.html#giant%20lizard_mm","Lucertola Gigante","Gigante","Bestia",""
"Foresta","","","","","","","",""
"Prateria","","","","","","","",""
"Collina","","","","","","","",""
"Montagna","","","","","","","",""
"Palude","","","","","","","",""
"Coste","","","","","","","",""
"Giungla","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Innocuo","",""
"","","","","","","Rettile","",""
"Foresta","Prateria","","0.25","https://5e.tools/bestiary.html#wolf_mm","Lupo","Innocuo","Bestia",""
"Collina","","","","","","","",""
"Montagna","","","","","","","",""
"","","","","","","Lupo","",""
"Foresta","Prateria","","0.25","https://5e.tools/bestiary.html#panther_mm","Pantera","Innocuo","Bestia",""
"Giungla","","","","","","","",""
"","Montagna","","","","","","",""
"","Savana","","","","","","",""
"","","","","","","Pantera","",""
"Foresta","Deserto","Orchi","0.25","https://5e.tools/bestiary.html#giant%20bat_mm","Pipistrello Gigante","Gigante","Bestia",""
"Palude","","","","","","","",""
"Giungla","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","Prateria","","","","","","",""
"","Collina","","","","","","",""
"","Montagna","","","","","","",""
"","","","","","","Innocuo","",""
"","","","","","","Pipistrello","",""
"Foresta","Deserto","","0.25","https://5e.tools/bestiary.html#giant%20wolf%20spider_mm","Ragno Lupo Gigante","Ragno","Bestia",""
"Prateria","","","","","","","",""
"Palude","","","","","","","",""
"Giungla","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","Collina","","","","","","",""
"","Montagna","","","","","","",""
"","","","","","","Gigante","",""
"","","","","","","Innocuo","",""
"Deserto","Coste","","0.25","https://5e.tools/bestiary.html#swarm%20of%20ravens_mm","Sciame di Corvi","Innocuo","Bestia",""
"Foresta","","","","","","","",""
"Prateria","","","","","","","",""
"Collina","","","","","","","",""
"Montagna","","","","","","","",""
"Palude","","","","","","","",""
"Savana","","","","","","","",""
"","A Dolce","","","","","","",""
"","","","","","","Sciame","",""
"","","","","","","Corvo","",""
"Foresta","Deserto","","0.25","https://5e.tools/bestiary.html#swarm%20of%20bats_mm","Sciame di Pipistrelli","Innocuo","Bestia",""
"Palude","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","Prateria","","","","","","",""
"","Collina","","","","","","",""
"","Montagna","","","","","","",""
"","Giungla","","","","","","",""
"","","","","","","Sciame","",""
"","","","","","","Pipistrello","",""
"Deserto","Collina","","0.25","https://5e.tools/bestiary.html#constrictor%20snake_mm","Serpente Stritolatore","Innocuo","Bestia",""
"Foresta","","","","","","","",""
"Prateria","","","","","","","",""
"Palude","","","","","","","",""
"A Dolce","","","","","","","",""
"Giungla","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","Montagna","","","","","","",""
"","","","","","","Serpente","",""
"Deserto","Collina","","0.25","https://5e.tools/bestiary.html#giant%20poisonous%20snake_mm","Serpente Velenoso Gigante","Gigante","Bestia",""
"Foresta","","","","","","","",""
"Prateria","","","","","","","",""
"Palude","","","","","","","",""
"A Dolce","","","","","","","",""
"Giungla","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","Montagna","","","","","","",""
"","","","","","","Innocuo","",""
"","","","","","","Serpente","",""
"Foresta","Prateria","","0.25","https://5e.tools/bestiary.html#giant%20badger_mm","Tasso Gigante","Gigante","Bestia",""
"Montagna","","","","","","","",""
"A Dolce","","","","","","","",""
"","Collina","","","","","","",""
"","","","","","","Innocuo","",""
"","","","","","","Tasso","",""
"Prateria","","","0.25","https://5e.tools/bestiary.html#riding%20horse_mm","Cavallo da Galoppo","Cavallo","Bestia",""
"Collina","","","","","","","",""
"Urbano","","","","","","","",""
"","","","","","","Innocuo","",""
"","","","","","","Bestiame","",""
"Prateria","","","0.25","https://5e.tools/bestiary.html#draft%20horse_mm","Cavallo da Tiro","Cavallo","Bestia",""
"Collina","","","","","","","",""
"Urbano","","","","","","","",""
"","","","","","","Innocuo","",""
"","","","","","","Bestiame","",""
"Male","","","0.25","https://5e.tools/bestiary.html#deep%20roth%c3%a9_mpmm","Deep Rothe","Innocuo","Bestia",""
"Underdark","","","","","","","",""
"","","","","","","Bestiame","",""
"Prateria","","","0.25","https://5e.tools/bestiary.html#cow_vgm","Mucca","Innocuo","Bestia",""
"Collina","","","","","","","",""
"Montagna","","","","","","","",""
"Urbano","","","","","","","",""
"","","","","","","Bestiame","",""
"","","","","","","Mucca","",""
"Prateria","","","0.25","https://5e.tools/bestiary.html#ox_mpmm","Ox","Innocuo","Bestia",""
"Collina","","","","","","","",""
"Urbano","","","","","","","",""
"","","","","","","Bestiame","",""
"Foresta","Savana","","0.5","https://5e.tools/bestiary.html#ape_mm","Gorilla","Endemico","Bestia",""
"Giungla","","","","","","","",""
"","","","","","","Scimmia","",""
"Foresta","","","0.5","https://5e.tools/bestiary.html#black%20bear_mm","Orso Nero","Endemico","Bestia",""
"Collina","","","","","","","",""
"Montagna","","","","","","","",""
"A Dolce","","","","","","","",""
"Giungla","","","","","","","",""
"","","","","","","Orso","",""
"Deserto","Collina","","0.5","https://5e.tools/bestiary.html#swarm%20of%20insects_mm","Sciame di Insetti","Insetto","Bestia",""
"Foresta","","","","","","","",""
"Prateria","","","","","","","",""
"Palude","","","","","","","",""
"Giungla","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","Montagna","","","","","","",""
"","","","","","","Endemico","",""
"","","","","","","Sciame","",""
"Foresta","Deserto","","0.5","https://5e.tools/bestiary.html#swarm%20of%20wasps_mm","Sciame di Vespe","Endemico","Bestia",""
"Prateria","","","","","","","",""
"Palude","","","","","","","",""
"Giungla","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","Collina","","","","","","",""
"","Montagna","","","","","","",""
"","","","","","","Sciame","",""
"","","","","","","Vespe","",""
"Foresta","Deserto","","0.5","https://5e.tools/bestiary.html#giant%20wasp_mm","Vespa Gigante","Gigante","Bestia",""
"Prateria","","","","","","","",""
"Palude","","","","","","","",""
"Giungla","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","Collina","","","","","","",""
"","Montagna","","","","","","",""
"","","","","","","Endemico","",""
"Palude","","","0.5","https://5e.tools/bestiary.html#crocodile_mm","Coccodrillo","Endemico","Bestia",""
"A Dolce","","","","","","","",""
"Giungla","","","","","","","",""
"Savana","","","","","","","",""
"","","","","","","Coccodrillo","",""
"Coste","","","0.5","https://5e.tools/bestiary.html#reef%20shark_mm","Squalo Tropicale","Endemico","Bestia",""
"Acquatico","","","","","","","",""
"A Dolce","","","","","","","",""
"","","","","","","Squalo","",""
"Prateria","","","0.5","https://5e.tools/bestiary.html#giant%20goat_mm","Capra Gigante","Gigante","Bestia",""
"Collina","","","","","","","",""
"Montagna","","","","","","","",""
"","","","","","","Innocuo","",""
"","","","","","","Bestiame","",""
"","","","","","","Capra","",""
"Urbano","","","0.5","https://5e.tools/bestiary.html#warhorse_mm","Cavallo da Guerra","Cavallo","Bestia",""
"","","","","","","Innocuo","",""
"","","","","","","Bestiame","",""
"Coste","","","0.5","https://5e.tools/bestiary.html#giant%20sea%20horse_mm","Cavalluccio Marino Gigante","Gigante","Bestia",""
"Acquatico","","","","","","","",""
"","","","","","","Innocuo","",""
"","","","","","","Cavalluccio","",""
"Palude","","","0.5","https://5e.tools/bestiary.html#swarm%20of%20rot%20grubs_mpmm","Swarm of Rot Grubs","Innocuo","Bestia",""
"Cimitero","","","","","","","",""
"Underdark","","","","","","","",""
"","","","","","","Sciame","",""
"","","","","","","Larve","",""
"Prateria","Deserto","","1.0","https://5e.tools/bestiary.html#lion_mm","Leone","Endemico","Bestia",""
"Savana","","","","","","","",""
"","Foresta","","","","","","",""
"","Montagna","","","","","","",""
"","Giungla","","","","","","",""
"","","","","","","Leone","",""
"Foresta","Deserto","","1.0","Giant%20Hyena","Iena Gigante","Gigante","Bestia",""
"Prateria","","","","","","","",""
"Savana","","","","","","","",""
"","Montagna","","","","","","",""
"","Giungla","","","","","","",""
"","","","","","","Endemico","",""
"Foresta","Prateria","","1.0","https://5e.tools/bestiary.html#dire%20wolf_mm","Lupo Feroce","Endemico","Bestia",""
"Collina","","","","","","","",""
"Montagna","","","","","","","",""
"","","","","","","Lupo","",""
"Foresta","","Orchi","1.0","https://5e.tools/bestiary.html#brown%20bear_mm","Orso Bruno","Endemico","Bestia",""
"Collina","","","","","","","",""
"Montagna","","","","","","","",""
"A Dolce","","","","","","","",""
"Giungla","","","","","","","",""
"","","","","","","Orso","",""
"Foresta","Deserto","","1.0","https://5e.tools/bestiary.html#giant%20spider_mm","Ragno Gigante","Ragno","Bestia",""
"Prateria","","","","","","","",""
"Palude","","","","","","","",""
"Giungla","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","Collina","","","","","","",""
"","Montagna","","","","","","",""
"","","","","","","Gigante","",""
"","","","","","","Endemico","",""
"Foresta","Savana","","1.0","https://5e.tools/bestiary.html#tiger_mm","Tigre","Endemico","Bestia",""
"Prateria","","","","","","","",""
"Montagna","","","","","","","",""
"Giungla","","","","","","","",""
"","","","","","","Tigre","",""
"Deserto","Prateria","","1.0","https://5e.tools/bestiary.html#giant%20vulture_mm","Avvoltoio Gigante","Gigante","Bestia",""
"Savana","","","","","","","",""
"","Collina","","","","","","",""
"","Montagna","","","","","","",""
"","Palude","","","","","","",""
"","","","","","","Endemico","",""
"","","","","","","Avvoltoio","",""
"Acquatico","","","1.0","https://5e.tools/bestiary.html#giant%20octopus_mm","Polipo Gigante","Gigante","Bestia",""
"A Dolce","","","","","","","",""
"","","","","","","Endemico","",""
